dataset,model,scenario,region,variable,unit,year,occurrences,duplicate_values
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKD7,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[438.250556910713, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE1,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 48.1993661433025]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE1,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 10.6201993197107]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE1,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.49016304552511]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE1,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 137.735815792556]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE1,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 26.4688044583559]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE1,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 2416.04469505282]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE1,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 88.7720408982147]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE1,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 909.505700355934]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE1,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[10.8355224975997, 371.878533255809]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE1,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[371.531815410872, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE2,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 42.4949992573207]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE2,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 9.36330492110456]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE2,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.43215253482021]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE2,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 121.434862284479]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE2,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 23.3362368802913]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE2,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 2130.10721378935]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE2,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 169.495500256061]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE2,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 801.866230901147]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE2,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[6.09498140489988, 327.866925625846]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE2,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[208.986646168615, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE3,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 72.3336561180882]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE3,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 15.9379242294092]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE3,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.735596502895812]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 206.702617313723]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 39.7222111563738]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE3,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 3625.80175055197]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE3,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 93.2703516759254]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1364.91157106489]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[11.4459744692955, 558.084806805338]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE3,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[392.463185293175, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE4,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 119.759556682137]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE4,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 26.3876989299626]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE4,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 1.2178937967675]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE4,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 342.228156891668]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE4,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 65.7662650254452]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE4,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 6003.07565754082]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE4,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 149.951809161988]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE4,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 2259.82223813205]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE4,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[19.6489228389574, 923.995725377559]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKE4,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[673.728468086618, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF1,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 113.881870556524]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF1,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 25.0926155463528]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF1,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 1.15812071752397]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF1,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 325.431921624237]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF1,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 62.5385187462947]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF1,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 5708.45036432112]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF1,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 182.045911615413]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF1,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 2148.91229337769]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF1,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[22.7393359456672, 878.646886373483]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF1,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[779.693528115776, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 94.6713379054721]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 20.8597863181548]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.962759368530224]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 270.535382556993]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 51.9890059006321]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 4745.50190224548]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 155.848532912021]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1786.4160542973]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[18.5234020161433, 730.429486914406]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF2,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[635.136254866122, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 38.9642668497319]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 8.58534693299179]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.396246781522698]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 111.345345607878]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 21.3973262022257]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 1953.12548175487]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 117.936792093994]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 735.242507228391]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[5.68483398641678, 300.625829028245]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKF3,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[194.923382028943, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 69.5965270389212]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 15.3348279916267]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.707761291921232]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 198.880923029866]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 38.2191097637465]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 3488.60023276157]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 149.906075296387]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1313.26287318137]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[13.9927037887138, 536.966696159107]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG1,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[479.786244020907, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 83.8577807458283]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 18.4771381304367]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.852790990635542]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 239.634268368587]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 46.0507134943193]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 4203.46080293866]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 165.547370863608]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1582.36789630742]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[16.5203564840166, 646.998311412009]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG2,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[566.455197439817, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 150.583824356331]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 33.1794867225814]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 1.5313609256576]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 430.312420109787]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 82.6934899855108]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 7548.1749887583]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 166.124077097837]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 2841.46572023978]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[23.7122437755573, 1161.81801161433]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKG3,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[813.052898865696, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 129.889931641835]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 28.6198154465061]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 1.32091455906951]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 371.176991098533]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 71.3293861897537]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 6510.87151957571]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 292.529347036745]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 2450.97897959613]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[21.241820952601, 1002.15586072338]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH1,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[728.346261373252, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 96.2774398796588]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 21.2136731938231]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.979092608945682]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 275.125023113736]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 52.8710008830668]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 4826.00947869183]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 134.033294489658]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1816.72265410886]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[15.3280674767983, 742.82124419694]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH2,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[525.573615638444, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 94.6809667521185]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 20.8619079284328]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.962857289004595]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 270.562898210291]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 51.9942936062481]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 4745.98455846528]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 137.682556706235]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1786.5977473695]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[15.0991479874124, 730.503777546303]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKH3,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[517.724351932581, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 60.7550197940123]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 13.3866992766467]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.617847658922159]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 173.615192157126]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 33.3637735817966]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 3045.41024117905]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 63.3594958643354]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1146.42662859104]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[4.32085536215907, 468.75072136326]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI3,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[148.154852448173, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 124.395069822397]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 27.4090831812063]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 1.26503460836336]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 355.474724950106]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 68.3118688516218]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 6235.43570348156]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 129.575647822034]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 2347.29279972836]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[9.92938285211388, 959.760673455147]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI4,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[340.461813241829, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 99.6071054035168]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 21.9473283092494]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 1.01295361427305]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 284.639965610727]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 54.6994951707448]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 4992.91251848078]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 107.699718726184]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1879.55231384388]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[12.6191868523983, 768.511024588727]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI5,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[432.690661785725, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 67.7573655615021]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 14.9295890220259]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 0.689057954862734]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Agriculture|Liquids|Oil,GWh,2023,2,"[0.0, 193.625285316428]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Agriculture|Solids|Biomass,GWh,2023,2,"[0.0, 37.2091295625876]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Residential and Commercial|Electricity,GWh,2023,2,"[0.0, 3396.41029985555]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Residential and Commercial|Heat,GWh,2023,2,"[0.0, 72.4139040456765]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Residential and Commercial|Liquids|Oil,GWh,2023,2,"[0.0, 1278.55851954705]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Transportation|Liquids|Biomass,GWh,2023,2,"[7.4017301568111, 522.776786055108]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI6,Final Energy|Transportation|Solids|Biomass,GWh,2023,2,"[253.792859822918, 0.0]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Agriculture|Electricity,GWh,2023,2,"[0.0, 108.211411705775]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Agriculture|Gases|Gas,GWh,2023,2,"[0.0, 23.8431924097471]"
Sector models shares,GeoMEC_N2 v0.1.0,Unknown,UKI7,Final Energy|Agriculture|Heat,GWh,2023,2,"[0.0, 1.10045503429602]"
